,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Selling,Research & Development,Interest Expense, Net Pretax Income (Loss),Pretax Income (Loss),Income Tax (Expense) Benefit,Net Income
1554,EG,741323,USD,2019,FY,2019-12-31,2020-03-02,2021-03-01,40291000.0,40420000.0,8029926000.0,,,-2182251000.0,-1703726000.0,,5815982000.0,-4716995000.0,-89526000.0,1009461000.0,1009461000.0
1555,EG,741323,USD,2020,FY,2020-12-31,2021-03-01,2022-02-28,39656000.0,39734000.0,9322233000.0,,,-2419118000.0,,,6866792000.0,-6281443000.0,-71198000.0,514151000.0,514151000.0
1556,EG,741323,USD,2021,FY,2021-12-31,2022-02-28,2024-02-28,39161000.0,39197000.0,11866000000.0,,,-2860000000.0,,,8936000000.0,-7391000000.0,-167000000.0,1378000000.0,1378000000.0
1557,EG,741323,USD,2022,FY,2022-12-31,2023-02-28,2024-02-28,38800000.0,38800000.0,12060000000.0,,,-3271000000.0,,,8688000000.0,-8100000000.0,9000000.0,597000000.0,597000000.0
1558,EG,741323,USD,2023,FY,2023-12-31,2024-02-28,2024-02-28,41300000.0,41300000.0,14587000000.0,,,-3871000000.0,,,10582000000.0,-8427000000.0,363000000.0,2518000000.0,2518000000.0
826,EIX,378134,USD,2019,FY,2019-12-31,2020-02-27,2022-02-24,340000000.0,341000000.0,12347000000.0,-4839000000.0,7508000000.0,-5147000000.0,-3018000000.0,-1730000000.0,1713000000.0,-586000000.0,278000000.0,1405000000.0,1284000000.0
827,EIX,378134,USD,2020,FY,2020-12-31,2021-02-25,2023-02-23,373000000.0,374000000.0,13578000000.0,-4932000000.0,8646000000.0,-6014000000.0,-3609000000.0,-1967000000.0,1981000000.0,-1415000000.0,305000000.0,871000000.0,739000000.0
828,EIX,378134,USD,2021,FY,2021-12-31,2022-02-24,2024-02-22,380000000.0,380000000.0,14905000000.0,-5540000000.0,9365000000.0,-6328000000.0,-3645000000.0,-2218000000.0,2349000000.0,-1560000000.0,136000000.0,925000000.0,759000000.0
829,EIX,378134,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,383000000.0,383000000.0,17220000000.0,-6375000000.0,10845000000.0,-7786000000.0,-4724000000.0,-2561000000.0,2238000000.0,-1576000000.0,162000000.0,824000000.0,612000000.0
830,EIX,378134,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,383000000.0,385000000.0,16338000000.0,-5486000000.0,10852000000.0,-7344000000.0,-4138000000.0,-2635000000.0,2396000000.0,-881000000.0,-108000000.0,1407000000.0,1197000000.0
1574,EL,172930,USD,2019,FY,2019-06-30,2019-08-23,2021-08-27,363500000.0,370400000.0,14863000000.0,-3387000000.0,11476000000.0,-8857000000.0,-8857000000.0,,2557000000.0,-250000000.0,-513000000.0,1794000000.0,1785000000.0
1575,EL,172930,USD,2020,FY,2020-06-30,2020-08-28,2022-08-24,360600000.0,366900000.0,14294000000.0,-3552000000.0,10742000000.0,-8637000000.0,-8637000000.0,,2549000000.0,-1503000000.0,-350000000.0,696000000.0,684000000.0
1576,EL,172930,USD,2021,FY,2021-06-30,2021-08-27,2023-08-18,362900000.0,368200000.0,16215000000.0,-3834000000.0,12381000000.0,-9371000000.0,-9371000000.0,,3735000000.0,-404000000.0,-456000000.0,2875000000.0,2870000000.0
1577,EL,172930,USD,2022,FY,2022-06-30,2022-08-24,2024-08-19,360000000.0,364900000.0,17737000000.0,-4305000000.0,13432000000.0,-9888000000.0,-9888000000.0,,3408000000.0,-372000000.0,-628000000.0,2408000000.0,2390000000.0
1578,EL,172930,USD,2023,FY,2023-06-30,2023-08-18,2024-08-19,357900000.0,360900000.0,15910000000.0,-4564000000.0,11346000000.0,-9575000000.0,-9575000000.0,,1647000000.0,-250000000.0,-387000000.0,1010000000.0,1006000000.0
1414,EMN,122948,USD,2019,FY,2019-12-31,2020-02-26,2022-02-25,137400000.0,138500000.0,9273000000.0,-7039000000.0,2234000000.0,-985000000.0,-691000000.0,,1028000000.0,-126000000.0,-140000000.0,762000000.0,759000000.0
1415,EMN,122948,USD,2020,FY,2020-12-31,2021-02-22,2023-02-15,135500000.0,136500000.0,8473000000.0,-6498000000.0,1975000000.0,-999000000.0,-654000000.0,,758000000.0,-228000000.0,-41000000.0,489000000.0,478000000.0
1416,EMN,122948,USD,2021,FY,2021-12-31,2022-02-25,2024-02-14,132500000.0,134600000.0,10476000000.0,-7976000000.0,2500000000.0,-637000000.0,-795000000.0,,1682000000.0,-600000000.0,-215000000.0,867000000.0,857000000.0
1417,EMN,122948,USD,2022,FY,2022-12-31,2023-02-15,2024-02-14,135500000.0,136500000.0,10580000000.0,-8443000000.0,2137000000.0,-889000000.0,-726000000.0,,1072000000.0,-95000000.0,-181000000.0,796000000.0,793000000.0
1418,EMN,122948,USD,2023,FY,2023-12-31,2024-02-14,2024-02-14,118600000.0,119400000.0,9210000000.0,-7149000000.0,2061000000.0,-1007000000.0,-727000000.0,,801000000.0,286000000.0,-191000000.0,896000000.0,894000000.0
309,EMR,255983,USD,2019,FY,2019-09-30,2019-11-18,2021-11-15,616200000.0,620600000.0,18372000000.0,-10557000000.0,7815000000.0,-4457000000.0,-4457000000.0,,2859000000.0,,-531000000.0,2328000000.0,2306000000.0
310,EMR,255983,USD,2020,FY,2020-09-30,2020-11-16,2022-11-14,602900000.0,606600000.0,16785000000.0,-9776000000.0,7009000000.0,-3986000000.0,-3986000000.0,,2335000000.0,,-345000000.0,1990000000.0,1965000000.0
311,EMR,255983,USD,2021,FY,2021-09-30,2021-11-15,2023-11-13,598700000.0,602300000.0,12932000000.0,-7202000000.0,5730000000.0,-3494000000.0,-3494000000.0,,1762000000.0,,-346000000.0,1416000000.0,2303000000.0
312,EMR,255983,USD,2022,FY,2022-09-30,2022-11-14,2024-11-12,592900000.0,596300000.0,13804000000.0,-7498000000.0,6306000000.0,-3614000000.0,-3614000000.0,,2498000000.0,-66000000.0,-549000000.0,1883000000.0,3231000000.0
313,EMR,255983,USD,2023,FY,2023-09-30,2023-11-13,2024-11-12,571500000.0,577300000.0,15165000000.0,-7738000000.0,7427000000.0,-4186000000.0,-4186000000.0,,3248000000.0,-345000000.0,-642000000.0,2261000000.0,13219000000.0
2141,ENPH,917156,USD,2019,FY,2019-12-31,2020-02-21,2022-02-11,116713000.0,131644000.0,624333000.0,-403088000.0,221245000.0,-115917000.0,-75536000.0,,92713000.0,-2599000.0,71034000.0,161148000.0,161148000.0
2142,ENPH,917156,USD,2020,FY,2020-12-31,2021-02-16,2023-02-13,125561000.0,141918000.0,774425000.0,-428444000.0,345981000.0,-159542000.0,-103621000.0,,166795000.0,-47385000.0,14585000.0,133995000.0,133995000.0
2143,ENPH,917156,USD,2021,FY,2021-12-31,2022-02-11,2024-02-09,134721000.0,141220000.0,1382049000.0,-827627000.0,554422000.0,-338590000.0,-233064000.0,,177425000.0,-56497000.0,24521000.0,145449000.0,145449000.0
2144,ENPH,917156,USD,2022,FY,2022-12-31,2023-02-13,2024-02-09,135349000.0,144390000.0,2330853000.0,-1356258000.0,974595000.0,-523950000.0,-355104000.0,,454432000.0,-2384000.0,-54686000.0,397362000.0,397362000.0
2145,ENPH,917156,USD,2023,FY,2023-12-31,2024-02-09,2024-02-09,136376000.0,143290000.0,2290786000.0,-1232398000.0,1058388000.0,-596963000.0,-369627000.0,,528823000.0,-15684000.0,-74203000.0,438936000.0,438936000.0
1133,EOG,100699,USD,2019,FY,2019-12-31,2020-02-27,2022-02-24,577670000.0,580777000.0,17380000000.0,,,-13163000000.0,-5841000000.0,-3750000000.0,4063000000.0,-518000000.0,-810000000.0,2735000000.0,2735000000.0
1134,EOG,100699,USD,2020,FY,2020-12-31,2021-02-25,2023-02-23,578949000.0,578949000.0,11032000000.0,,,-8741000000.0,-484000000.0,-6098000000.0,2096000000.0,-2835000000.0,134000000.0,-605000000.0,-605000000.0
1135,EOG,100699,USD,2021,FY,2021-12-31,2022-02-24,2024-02-22,581000000.0,584000000.0,18642000000.0,,,-11301000000.0,-4684000000.0,-3651000000.0,7172000000.0,-1239000000.0,-1269000000.0,4664000000.0,4664000000.0
1136,EOG,100699,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,581000000.0,584000000.0,25702000000.0,,,-14388000000.0,-7105000000.0,-3542000000.0,11249000000.0,-1348000000.0,-2142000000.0,7759000000.0,7759000000.0
1137,EOG,100699,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,581000000.0,584000000.0,24186000000.0,,,-13424000000.0,-6349000000.0,-3492000000.0,10848000000.0,-1159000000.0,-2095000000.0,7594000000.0,7594000000.0
2146,EPAM,923418,USD,2019,FY,2019-12-31,2020-03-02,2022-02-25,54719414.0,57667789.0,2293798000.0,-1488198000.0,805600000.0,-502750000.0,-457433000.0,-45317000.0,299526000.0,,-38469000.0,261057000.0,261057000.0
2147,EPAM,923418,USD,2020,FY,2020-12-31,2021-02-25,2023-02-24,55727000.0,58446000.0,2659478000.0,-1732522000.0,926956000.0,-547632000.0,-484758000.0,-62874000.0,378479000.0,,-51319000.0,327160000.0,327160000.0
2148,EPAM,923418,USD,2021,FY,2021-12-31,2022-02-25,2024-02-22,56649000.0,59203000.0,3758144000.0,-2483697000.0,1274447000.0,-732131000.0,-648736000.0,-83395000.0,533392000.0,,-51740000.0,481652000.0,481652000.0
2149,EPAM,923418,USD,2022,FY,2022-12-31,2023-02-24,2024-02-22,56649000.0,59203000.0,4824698000.0,-3286683000.0,1538015000.0,-965049000.0,-872777000.0,-92272000.0,507258000.0,,-87842000.0,419416000.0,419416000.0
2150,EPAM,923418,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,57829000.0,59085000.0,4690540000.0,-3256514000.0,1434026000.0,-906865000.0,-815065000.0,-91800000.0,562507000.0,-25922000.0,-119502000.0,417083000.0,417083000.0
1819,EQIX,378138,USD,2019,FY,2019-12-31,2020-02-21,2022-02-18,84140000.0,84679000.0,5562140000.0,-2810184000.0,2751956000.0,-1586064000.0,-1586064000.0,,741683000.0,-49086000.0,-185352000.0,507245000.0,507450000.0
1820,EQIX,378138,USD,2020,FY,2020-12-31,2021-02-19,2023-02-17,87700000.0,88410000.0,5998545000.0,-3074340000.0,2924205000.0,-1809337000.0,-1809337000.0,,723969000.0,-207744000.0,-146151000.0,370074000.0,369777000.0
1821,EQIX,378138,USD,2021,FY,2021-12-31,2022-02-18,2024-02-16,89858000.0,90467000.0,6635537000.0,-3472422000.0,3163115000.0,-2043029000.0,-2043029000.0,,736001000.0,-127049000.0,-109224000.0,499728000.0,500191000.0
1822,EQIX,378138,USD,2022,FY,2022-12-31,2023-02-17,2024-02-16,91569000.0,91828000.0,7263105000.0,-3751501000.0,3511604000.0,-2285261000.0,-2285261000.0,,854857000.0,-25488000.0,-124792000.0,704577000.0,704345000.0
1823,EQIX,378138,USD,2023,FY,2023-12-31,2024-02-16,2024-02-16,93615000.0,94009000.0,8188136000.0,-4227658000.0,3960478000.0,-2509838000.0,-2509838000.0,,1131631000.0,-7401000.0,-155250000.0,968980000.0,969178000.0
1369,EQR,421306,USD,2019,FY,2019-12-31,2020-02-20,2022-02-17,370461000.0,386333000.0,2700691000.0,-542189000.0,2158502000.0,-1249979000.0,-52757000.0,-831083000.0,557746000.0,449681000.0,2281000.0,1009708000.0,967287000.0
1370,EQR,421306,USD,2020,FY,2020-12-31,2021-02-18,2023-02-16,371791000.0,385874000.0,2571705000.0,-534823000.0,2036882000.0,-1250699000.0,-48305000.0,-820832000.0,406251000.0,557102000.0,-852000.0,962501000.0,910546000.0
1371,EQR,421306,USD,2021,FY,2021-12-31,2022-02-17,2024-02-15,374308000.0,388374000.0,2463997000.0,-551687000.0,1912310000.0,-1291883000.0,-56506000.0,-838272000.0,350947000.0,1046682000.0,-915000.0,1396714000.0,1329760000.0
1372,EQR,421306,USD,2022,FY,2022-12-31,2023-02-16,2024-02-15,374308000.0,388374000.0,2735180000.0,-594169000.0,2141011000.0,-1329290000.0,-58710000.0,-882168000.0,512299000.0,295596000.0,-900000.0,806995000.0,773821000.0
1373,EQR,421306,USD,2023,FY,2023-12-31,2024-02-15,2024-02-15,378773000.0,390897000.0,2873964000.0,-634379000.0,2239585000.0,-1361539000.0,-60716000.0,-888709000.0,596038000.0,273598000.0,-1148000.0,868488000.0,832348000.0
324,EQT,378136,USD,2019,FY,2019-12-31,2020-02-27,2022-02-10,255141000.0,255141000.0,4416484000.0,-1906537000.0,2509947000.0,-1951935000.0,-170611000.0,-1574661000.0,112651000.0,-1710122000.0,375776000.0,-1221695000.0,-1221695000.0
325,EQT,378136,USD,2020,FY,2020-12-31,2021-02-17,2023-02-16,260613000.0,260613000.0,3058843000.0,-1866137000.0,1192706000.0,-1628261000.0,-174769000.0,-1419471000.0,-973779000.0,-280323000.0,295293000.0,-958809000.0,-958799000.0
326,EQT,378136,USD,2021,FY,2021-12-31,2022-02-10,2024-02-14,356792000.0,356792000.0,3064663000.0,-2167444000.0,897219000.0,-1967483000.0,-196315000.0,-1676702000.0,-1269071000.0,-300467000.0,428037000.0,-1141501000.0,-1142747000.0
327,EQT,378136,USD,2022,FY,2022-12-31,2023-02-16,2024-02-14,323196000.0,323196000.0,7497689000.0,-2417961000.0,5079728000.0,-1979376000.0,-252645000.0,-1665962000.0,2857046000.0,-522384000.0,-553720000.0,1780942000.0,1770965000.0
328,EQT,378136,USD,2023,FY,2023-12-31,2024-02-14,2024-02-14,380902000.0,413224000.0,6908923000.0,-2411960000.0,4496963000.0,-2055686000.0,-236171000.0,-1732142000.0,2230444000.0,-126946000.0,-368954000.0,1734544000.0,1735232000.0
670,ES,378141,USD,2019,FY,2019-12-31,2020-02-27,2022-02-17,321416086.0,322941636.0,8526470000.0,-3040160000.0,5486310000.0,-3154806000.0,-1363113000.0,-1080658000.0,1931084000.0,-741013000.0,-273499000.0,916572000.0,909053000.0
671,ES,378141,USD,2020,FY,2020-12-31,2021-02-17,2023-02-15,338836147.0,339847062.0,8904430000.0,,,-6379936000.0,-1480252000.0,-1159059000.0,2094632000.0,-535760000.0,-346186000.0,1212686000.0,1205167000.0
672,ES,378141,USD,2021,FY,2021-12-31,2022-02-17,2024-02-14,344023846.0,344669782.0,9863085000.0,,,-7276989000.0,-1739685000.0,-1334973000.0,2165044000.0,-592775000.0,-344223000.0,1228046000.0,1220527000.0
673,ES,378141,USD,2022,FY,2022-12-31,2023-02-15,2024-02-14,346783444.0,347246768.0,12289336000.0,,,-9433131000.0,-1865328000.0,-1643138000.0,2524019000.0,-658051000.0,-453574000.0,1412394000.0,1404875000.0
674,ES,378141,USD,2023,FY,2023-12-31,2024-02-14,2024-02-14,349580638.0,349840481.0,11910705000.0,,,-8820026000.0,-1895703000.0,-815723000.0,2583307000.0,-2858344000.0,-159684000.0,-434721000.0,-442240000.0
1466,ESS,378140,USD,2019,FY,2019-12-31,2020-02-20,2022-02-25,65840422.0,65939455.0,1460155000.0,-275424000.0,1184731000.0,-693182000.0,-54262000.0,-483750000.0,432644000.0,31804000.0,,464448000.0,439286000.0
1467,ESS,378140,USD,2020,FY,2020-12-31,2021-02-19,2023-02-23,65454057.0,65564982.0,1495748000.0,-34361000.0,1461387000.0,-1031497000.0,-65388000.0,-525497000.0,316768000.0,282564000.0,,599332000.0,568870000.0
1468,ESS,378140,USD,2021,FY,2021-12-31,2022-02-25,2024-02-23,65048486.0,65147781.0,1440556000.0,-301080000.0,1139476000.0,-752271000.0,-51838000.0,-520066000.0,378877000.0,136814000.0,,515691000.0,505745000.0
1469,ESS,378140,USD,2022,FY,2022-12-31,2023-02-23,2024-02-23,65051465.0,65088874.0,1606814000.0,-324055000.0,1282759000.0,-779814000.0,-56577000.0,-539319000.0,315373000.0,117612000.0,,432985000.0,422612000.0
1470,ESS,378140,USD,2023,FY,2023-12-31,2024-02-23,2024-02-23,64252232.0,64253385.0,1669395000.0,-345544000.0,1323851000.0,-797719000.0,-63474000.0,-548438000.0,369350000.0,61358000.0,,430708000.0,420109000.0
630,ETR,354347,USD,2019,FY,2019-12-31,2020-02-21,2022-02-25,390391716.0,393998568.0,10878673000.0,-3222498000.0,7656175000.0,-5975651000.0,,-1480016000.0,1168515000.0,-80096000.0,169825000.0,1258244000.0,1241226000.0
631,ETR,354347,USD,2020,FY,2020-12-31,2021-02-26,2023-02-24,400213890.0,402204440.0,10113636000.0,-2468639000.0,7644997000.0,-5849179000.0,,-1613086000.0,1192340000.0,92807000.0,121506000.0,1406653000.0,1388334000.0
632,ETR,354347,USD,2021,FY,2021-12-31,2022-02-25,2024-02-23,401926098.0,404006658.0,11742896000.0,-3729773000.0,8013123000.0,-5903872000.0,,-1684286000.0,1503245000.0,-193152000.0,-191374000.0,1118719000.0,1118492000.0
633,ETR,354347,USD,2022,FY,2022-12-31,2023-02-04,2024-02-23,401926098.0,404006658.0,13764237000.0,-5294395000.0,8469842000.0,-6582531000.0,,-1761023000.0,821864000.0,236296000.0,38978000.0,1097138000.0,1103166000.0
634,ETR,354347,USD,2023,FY,2023-12-31,2024-02-03,2024-02-23,423139862.0,424752990.0,12147412000.0,-3769616000.0,8377796000.0,-5717142000.0,,-1845003000.0,1615961000.0,55814000.0,690535000.0,2362310000.0,2356536000.0
1205,ETSY,469839,USD,2019,FY,2019-12-31,2020-02-27,2022-02-25,119665248.0,125720073.0,818379000.0,-271036000.0,547343000.0,-458582000.0,-336704000.0,,80646000.0,,15248000.0,95894000.0,95894000.0
1206,ETSY,469839,USD,2020,FY,2020-12-31,2021-02-26,2023-02-23,121251588.0,136414592.0,1725625000.0,-464745000.0,1260880000.0,-836871000.0,-656791000.0,,382564000.0,-16855000.0,-16463000.0,349246000.0,349246000.0
1207,ETSY,469839,USD,2021,FY,2021-12-31,2022-02-25,2024-02-22,126633789.0,147413915.0,2329114000.0,-654512000.0,1674602000.0,-1208870000.0,-937335000.0,,471654000.0,,21853000.0,493507000.0,493507000.0
1208,ETSY,469839,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,126778626.0,126778626.0,2566111000.0,-744592000.0,1821519000.0,-1435057000.0,-1022659000.0,,383044000.0,-1045022000.0,-32310000.0,-694288000.0,-694288000.0
1209,ETSY,469839,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,122503366.0,140145406.0,2748377000.0,-828675000.0,1919702000.0,-1571770000.0,-1102438000.0,,363541000.0,-70721000.0,14748000.0,307568000.0,307568000.0
527,EVRG,995321,USD,2019,FY,2019-12-31,2020-03-02,2021-02-26,239500000.0,239900000.0,5147800000.0,-1516300000.0,3631500000.0,-2445700000.0,-1218500000.0,-861700000.0,772800000.0,,-97000000.0,685600000.0,669900000.0
528,EVRG,995321,USD,2020,FY,2020-12-31,2021-02-26,2023-02-24,227200000.0,227500000.0,4913400000.0,-1362200000.0,3551200000.0,-2407300000.0,,-880100000.0,723900000.0,,-102200000.0,630000000.0,618300000.0
529,EVRG,995321,USD,2021,FY,2021-12-31,2022-02-25,2024-02-29,229700000.0,230200000.0,5586700000.0,-1847400000.0,3739300000.0,-2384400000.0,,-896400000.0,1001100000.0,,-117400000.0,891900000.0,879700000.0
530,EVRG,995321,USD,2022,FY,2022-12-31,2023-02-24,2024-02-29,229000000.0,229600000.0,5859100000.0,-2144200000.0,3714900000.0,-2412800000.0,,-929400000.0,840100000.0,-34900000.0,-47500000.0,765000000.0,752700000.0
531,EVRG,995321,USD,2023,FY,2023-12-31,2024-02-29,2024-02-29,230000000.0,230500000.0,5508200000.0,-1797400000.0,3710800000.0,-2428400000.0,,-1076500000.0,751800000.0,,-15600000.0,743600000.0,731300000.0
1789,EW,108955,USD,2019,FY,2019-12-31,2020-02-14,2022-02-14,624900000.0,636600000.0,4348000000.0,-1114400000.0,3233600000.0,-1994900000.0,-1242200000.0,,1258399999.0,-91899999.0,-119600000.0,1046900000.0,1046900000.0
1790,EW,108955,USD,2020,FY,2020-12-31,2021-02-12,2023-02-13,622600000.0,631900000.0,4386300000.0,-1080600000.0,3305700000.0,-1989100000.0,-1228400000.0,,1335700000.0,-419000000.0,-93300000.0,823400000.0,823400000.0
1791,EW,108955,USD,2021,FY,2021-12-31,2022-02-14,2024-02-12,623600000.0,631700000.0,5232500000.0,-1248900000.0,3983600000.0,-2396800000.0,-1493700000.0,,1598500000.0,103500000.0,-198900000.0,1503100000.0,1503100000.0
1792,EW,108955,USD,2022,FY,2022-12-31,2023-02-13,2024-02-12,619000000.0,624200000.0,5382400000.0,-1080400000.0,4302000000.0,-2512800000.0,-1567600000.0,,1808100000.0,-40700000.0,-245500000.0,1521900000.0,1521900000.0
1793,EW,108955,USD,2023,FY,2023-12-31,2024-02-12,2024-02-12,606700000.0,609400000.0,6004800000.0,-1379800000.0,4625000000.0,-2896400000.0,-1824600000.0,,1792600000.0,-194500000.0,-198700000.0,1399400000.0,1402400000.0
756,EXC,378142,USD,2019,FY,2019-12-31,2020-02-11,2022-02-25,1364146000.0,1365548000.0,34438000000.0,-15497000000.0,18941000000.0,-14599000000.0,,-4252000000.0,3770000000.0,32000000.0,-774000000.0,3028000000.0,2936000000.0
757,EXC,378142,USD,2020,FY,2020-12-31,2021-02-24,2023-02-14,1368352000.0,1369754000.0,16663000000.0,-5721000000.0,10942000000.0,-8764000000.0,,-2891000000.0,1079000000.0,13000000.0,7000000.0,1099000000.0,1963000000.0
758,EXC,378142,USD,2021,FY,2021-12-31,2022-02-25,2024-02-21,979000000.0,980000000.0,17938000000.0,-6385000000.0,11553000000.0,-8871000000.0,,-3033000000.0,1654000000.0,,-38000000.0,1616000000.0,1706000000.0
759,EXC,378142,USD,2022,FY,2022-12-31,2023-02-14,2024-02-21,979000000.0,980000000.0,19078000000.0,-6373000000.0,12705000000.0,-9388000000.0,,-3325000000.0,2405000000.0,-2000000.0,-349000000.0,2054000000.0,2170000000.0
760,EXC,378142,USD,2023,FY,2023-12-31,2024-02-21,2024-02-21,996000000.0,997000000.0,21727000000.0,-8241000000.0,13486000000.0,-9473000000.0,,-3506000000.0,2692000000.0,10000000.0,-374000000.0,2328000000.0,2328000000.0
329,EXPD,378143,USD,2019,FY,2019-12-31,2020-02-21,2022-03-15,170899000.0,174209000.0,7942417000.0,-5305949000.0,2636468000.0,-1703594000.0,-1466317000.0,-50950000.0,961976000.0,-166182000.0,-203778000.0,592016000.0,590395000.0
330,EXPD,378143,USD,2020,FY,2020-12-31,2021-02-19,2023-03-01,168333000.0,170896000.0,9584393000.0,-8194806000.0,1389587000.0,-449150000.0,-18436000.0,-56959000.0,956564000.0,,-258350000.0,698214000.0,696140000.0
331,EXPD,378143,USD,2021,FY,2021-12-31,2022-03-15,2024-02-23,169633000.0,171565000.0,16523517000.0,-2062351000.0,14461166000.0,-12551840000.0,-16026000.0,-51312000.0,1924616000.0,,-505771000.0,1418845000.0,1415492000.0
332,EXPD,378143,USD,2022,FY,2022-12-31,2023-03-01,2024-02-23,163010000.0,164427000.0,17071284000.0,-2056387000.0,15014897000.0,-13190526000.0,-24293000.0,-57338000.0,1835891000.0,,-475286000.0,1360605000.0,1357399000.0
333,EXPD,378143,USD,2023,FY,2023-12-31,2024-02-23,2024-02-23,149141000.0,150186000.0,9300110000.0,-1700516000.0,7599594000.0,-6659661000.0,-27913000.0,-67760000.0,1015028000.0,,-263249000.0,751779000.0,752883000.0
1769,EXPE,112653,USD,2019,FY,2019-12-31,2020-02-14,2022-02-11,147194000.0,149884000.0,12067000000.0,-2066000000.0,10001000000.0,-9074000000.0,-6867000000.0,-910000000.0,799000000.0,-24000000.0,-203000000.0,572000000.0,565000000.0
1770,EXPE,112653,USD,2020,FY,2020-12-31,2021-02-12,2023-02-10,141414000.0,141414000.0,5199000000.0,-1649000000.0,3550000000.0,-5064000000.0,-3116000000.0,-893000000.0,-1933000000.0,-1218000000.0,423000000.0,-2728000000.0,-2687000000.0
1771,EXPE,112653,USD,2021,FY,2021-12-31,2022-02-11,2024-02-09,151019000.0,160460000.0,8598000000.0,-1522000000.0,7076000000.0,-6815000000.0,-4926000000.0,-814000000.0,-139000000.0,101000000.0,53000000.0,15000000.0,-269000000.0
